config,run,stream,window_index,window_start_s,mean_IAT,IAT_variance,mean_frame_size,burst_length,count,phase_offset_mean_us,phase_offset_std_us,gate_util,queue_depth_max,drops,sync_event_interval_mean_us,sync_event_interval_var,gm_rate_ratio_mean,gm_rate_ratio_std,pdelay_mean_us,label
GateBoundaryProximityAttack_gPTP,0,radarNode,2,0.02,0.0005000000000000001,1.196666997609028e-36,64.0,1,20,56.87279792746115,50.26211942700106,0.2500000000000003,78.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,3,0.03,0.0005000000000000002,3.308432287507313e-36,64.0,1,20,57.407676240208964,50.31836060743141,0.25000000000000017,101.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,4,0.04,0.0005000000000000001,2.5341183478779418e-36,64.0,1,20,57.47441253263719,50.31550992864024,0.25000000000000017,124.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,5,0.05,0.0005000000000000001,2.5341183478779418e-36,64.0,1,20,57.07158441558448,50.30351404054026,0.25000000000000017,147.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,6,0.06,0.0004999999999999997,1.0136473391511767e-35,64.0,1,20,57.368511749347235,50.22088735091501,0.25000000000000033,171.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,7,0.07,0.0005000000000000004,0.0,64.0,1,20,57.334114583333765,50.20528198468514,0.25000000000000033,194.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,8,0.08,0.0004999999999999997,1.0136473391511767e-35,64.0,1,20,57.39462140992157,50.26864228495779,0.25000000000000033,217.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,9,0.09,0.0004999999999999997,1.0136473391511767e-35,64.0,1,20,57.25321148825086,50.312453839850264,0.25000000000000033,240.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,10,0.1,0.0005000000000000004,0.0,64.0,1,20,57.05859740259769,50.324006563162655,0.24999999999999895,263.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,11,0.11,0.0004999999999999997,1.0136473391511767e-35,64.0,1,20,57.38156657963428,50.19959076250172,0.25000000000000033,287.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,12,0.12,0.0004999999999999997,1.0136473391511767e-35,64.0,1,20,57.36161458333486,50.08944618176835,0.24999999999998612,310.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,13,0.13,0.0005000000000000004,0.0,64.0,1,20,57.56579634464794,50.21090854580413,0.24999999999997224,333.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,radarNode,14,0.14,0.0005000000000000004,0.0,64.0,1,20,57.12280519480436,50.19023187278211,0.250000000000025,356.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,0,0.0,0.0005,1.979779959279642e-37,20.0,1,20,56.81792270531404,50.68689552297242,0.2500000000000001,50.0,0,,,,,0.5000000000000001,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,1,0.01,0.0005,9.502943804542282e-37,20.0,1,20,63.0476584022039,49.30854430204612,0.24999999999999986,93.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,2,0.02,0.0004999999999999999,1.689412231918628e-36,20.0,1,20,62.42664850136255,49.26640735208485,0.2500000000000003,137.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,3,0.03,0.0005000000000000001,2.5341183478779418e-36,20.0,1,20,63.51487603305799,49.42437727174757,0.25000000000000017,180.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,4,0.04,0.0005000000000000001,2.5341183478779418e-36,20.0,1,20,63.29702479338866,49.59073385161123,0.25000000000000017,223.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,5,0.05,0.0004999999999999998,4.5614130261802956e-36,20.0,1,21,62.16369565217419,49.62984088973971,0.25000000000000017,266.0,0,,,1.0,0.0,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,6,0.06,0.0005000000000000004,0.0,20.0,1,20,63.447217630854055,49.13562445777781,0.25000000000000033,310.0,0,,,,,,10
GateBoundaryProximityAttack_gPTP,0,zonalHost,7,0.07,0.0004999999999999997,1.0136473391511767e-35,20.0,1,20,62.7634332425072,49.20870734830346,0.25000000000000033,353.0,0,,,1.0,0.0,,10
